name,link,price,kraj,region,apelacja,winnica,rodzaj wina,smak,styl,grona,pojemność,temperatura podawania,wysyłka w ciągu,rocznik,rocznik2,zawartość alkoholu,producent,medale,medale2,grona2,grona3,grona4,czy winnica bio,bio,grona5,grona6,grona7,bio2,wino wegańskie,oceny prasy,wine spectator,rodzaj wina2,zawartość alkoholu2,falstaff,bio3,grona8,guia penin,james suckling,medale3,alkohol zawartość,objętość,rocznik3,temperatura podawania2,wino koszerne,region2,ilość win,grona9,grona10,grona11,grona12,grona13
Bründlmayer Sekt Brut Reserve Kamptal NV,https://www.wina.pl/wina-musujace/3326-bruendlmayer-sekt-brut-reserve-kamptal.html,"229,00 zł",Austria,Kamptal,Kamptal DAC,,musujące,,pełne,Grüner Veltliner,750 ml,8 st.C,3 dni ( dni robocze ),NV,,12%,,,,Pinot Noir,Pinot Blanc,Pinot Gris,tak – uprawa ograniczna/naturalna,organiczne,Chardonnay,,,,tak,,,,,falstaff 93,,,,,,,,,,,,,,,,,
Brunello di Montalcino DOCG Il Poggione 2016,https://www.wina.pl/wina-czerwone-wytrawne/1552-brunello-di-montalcino-docg-il-poggione.html,"284,00 zł",Włochy,Toskania,Brunello di Montalcino DOCG,Tenuta Il Poggione,czerwone,wytrawne,pełne,Sangiovese,750 ml,18 st.C,24 h ( w dni robocze ),2016,,14.5%,,,,,,,,,,,,,,Robert Parker 94,,,,,,,,,,,,,,,,,,,,,
Brunello di Montalcino DOCG Il Poggione 3L Doublemagnum 2013,https://www.wina.pl/wina-czerwone-wytrawne/1821-brunello-di-montalcino-docg-il-poggione-3l-doublemagnum.html,"999,00 zł",Włochy,Toskania,Brunello di Montalcino DOCG,Tenuta Il Poggione,czerwone,wytrawne,pełne,Sangiovese,3 L,18 st.C,3 dni ( dni robocze ),2013,,14.5%,,Decanter Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brut Reserve Billecart-Salmon,https://www.wina.pl/szampany/1649-brut-reserve-billecart-salmon.html,"329,00 zł",Francja,Szampania,Champagne AOC,Billecart-Salmon,szampan,wytrawne,średnie,Pinot Noir,750 ml,6-10 st.C,24 h ( w dni robocze ),,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brut Reserve Billecart-Salmon double magnum Jeroboam 3 L,https://www.wina.pl/szampany/1662-brut-reserve-billecart-salmon-double-magnum-jeroboam-3-l-l.html,"1 799,00 zł",Francja,Szampania,Champagne AOC,Billecart-Salmon,szampan,wytrawne,średnie,Pinot Noir,3 L,6-10 st.C,24 h ( w dni robocze ),,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brut Rose Billecart-Salmon 375 ml,https://www.wina.pl/szampany/2730-brut-rose-billecart-salmon-375-ml.html,"299,00 zł",Francja,Szampania,Champagne AOC,Billecart-Salmon,szampan,wytrawne,średnie,Chardonnay,375 ml,6-10 st.C,24 h ( w dni robocze ),,,12%,,,,Pinot Noir,Pinot Meunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brut Rose Billecart-Salmon Magnum 1,5 L",https://www.wina.pl/szampany/1663-brut-rose-billecart-salmon-magnum-15-l.html,"999,00 zł",Francja,Szampania,Champagne AOC,Billecart-Salmon,szampan,wytrawne,średnie,Chardonnay,"1,5 L",6-10 st.C,3 dni ( dni robocze ),,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca' Lojera Lugana DOC 2021,https://www.wina.pl/organiczne/3921-ca-lojera-lugana-doc.html,"115,00 zł",Włochy,Lombardia,Lugana DOC,,białe,wytrawne,średnie,Trebbiano di Lugana,750 ml,8-10 st.C,24 h ( w dni robocze ),2021,,13%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca' Lojera Merlot Monte della Guardia Veneto VdT 2019,https://www.wina.pl/organiczne/3923-ca-lojera-merlot-monte-della-guardia-veneto-vdt.html,"109,00 zł",Włochy,Veneto,Vino da Tavola (VdT),,czerwone,wytrawne,średnie,Merlot,750 ml,16 st.C,24 h ( w dni robocze ),2019,,14%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca' Lojera Riserva del Lupo Lugana DOC 2018,https://www.wina.pl/organiczne/3922-ca-lojera-riserva-del-lupo-lugana-doc.html,"169,00 zł",Włochy,Lombardia,Lugana DOC,,białe,wytrawne,pełne,Trebbiano di Lugana,750 ml,12 st.C,24 h ( w dni robocze ),2018,,14%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabane Winnice Jaworek 2017,https://www.wina.pl/wina-czerwone-wytrawne/1777-cabane-winnice-jaworek.html,"89,00 zł",POLSKA,Dolny Śląsk,- brak apelacji,Winnice Jaworek,czerwone,wytrawne,średnie,Cabernet Carbon,750 ml,17 st.C,24 h ( w dni robocze ),2017,,12%,,,,Dornfelder,Cabernet Cortis,Cabernet Dorsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabernet Blanc Auer 2021,https://www.wina.pl/wina-biale-wytrawne/1928-cabernet-blanc-auer.html,"59,00 zł",Austria,Weinland,Thermenregion,Auer,białe,wytrawne,średnie,Cabernet Blanc,750 ml,10 st.C,24 h ( w dni robocze ),2021,,12.5%,,,,,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabernet Sauvignon Totino Estate 2013,https://www.wina.pl/wina-czerwone-wytrawne/1843-cabernet-sauvignon-totino-estate.html,"49,00 zł",Australia,,,Totino Estate,czerwone,wytrawne,średnie,Cabernet Sauvignon,750 ml,18 st.C,,2013,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campomaggio Chianti Classico 2017,https://www.wina.pl/wina-czerwone-wytrawne/1723-campomaggio-chianti-classico-.html,"89,00 zł",Włochy,Toskania,Chianti Classico DOCG,Castellani,czerwone,wytrawne,średnie,Sangiovese,750 ml,18 st.C,24 h ( w dni robocze ),2017,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campus Bellum 2020,https://www.wina.pl/wina-czerwone-wytrawne/1492-campus-bellum.html,"49,00 zł",Włochy,Sycylia,Sicilia IGT,San Rocco,czerwone,wytrawne,średnie,Cabernet Sauvignon,750 ml,15 st.C,24 h ( w dni robocze ),2020,,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Can Sumoi Xarel.lo, DO Penedès 2022",https://www.wina.pl/naturalne/4016-can-sumoi-xarello-do-penedes.html,"95,00 zł",Hiszpania,Katalonia,Penedes DO,,białe,wytrawne,średnie,Xarel.lo,750 ml,8 st.C,3 dni ( dni robocze ),2022,,12.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Cane Nero Winnica Zagardle,https://www.wina.pl/wina-czerwone-wytrawne/2912-cane-nero-winnica-zagardle.html,"89,00 zł",POLSKA,Małopolska,,Zagardle,czerwone,wytrawne,średnie,Regent,750 ml,16-18 st.C,,,,13%,,,,Leon Millot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantele Fanòi Primitivo Salento IGT 2019,https://www.wina.pl/wina-czerwone-wytrawne/3927-cantele-fanoi-primitivo-salento-igt.html,"225,00 zł",Włochy,Apulia,Salento IGT,,czerwone,wytrawne,pełne,Primitivo,750 ml,17 st.C,24 h ( w dni robocze ),2019,,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantele Primitivo Salento IGT 2021,https://www.wina.pl/wina-czerwone-wytrawne/3925-cantele-primitivo-salento-igt.html,"59,00 zł",Włochy,Apulia,Salento IGT,,czerwone,wytrawne,średnie,Primitivo,750 ml,15 st.C,24 h ( w dni robocze ),2021,,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantele Telero Bianco Puglia IGT 2021,https://www.wina.pl/wina-biale-wytrawne/3950-cantele-telero-bianco-puglia-igt.html,"47,00 zł",Włochy,Apulia,Puglia IGT,,białe,wytrawne,lekkie,Bombino Bianco,750 ml,10 st.C,24 h ( w dni robocze ),2021,,11.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantele Telero Rosso Puglia IGT 2021,https://www.wina.pl/wina-czerwone-wytrawne/3951-cantele-telero-rosso-puglia-igt.html,"49,00 zł",Włochy,Apulia,Puglia IGT,,czerwone,wytrawne,lekkie,Merlot,750 ml,16 st.C,24 h ( w dni robocze ),2021,,12%,,,,Cabernet Sauvignon,Negroamaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Jung BIO Mousseaux (bezalkoholowe),https://www.wina.pl/bezalkoholowe/2118-carl-jung-bio-mousseaux-bezalkoholowe.html,"45,00 zł",Niemcy,,,Carl Jung,musujące,półwytrawne,,Riesling,750 ml,,3 dni ( dni robocze ),,,0%,,,,Sylvaner,Airen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Jung Merlot (bezalkoholowe),https://www.wina.pl/bezalkoholowe/1941-carl-jung-merlot-bezalkoholowe.html,"45,00 zł",Niemcy,Rheinhessen,,Carl Jung,czerwone,półwytrawne,lekkie,Merlot,750 ml,15 st.C,24 h ( w dni robocze ),,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmenere - Syrah Gran Reserva w pudełku VITA bordeaux,https://www.wina.pl/gotowe-zestawy-prezentowe-z-winem/1621-carmenere-syrah-gran-reserva-w-pudelku-vita-bordeaux.html,"90,00 zł",Chile,Elqui Valley,,Falernia,czerwone,wytrawne,pełne,Carmenere,750 ml,16-18 st.C,24 h ( w dni robocze ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmenere Reserva Vina Falernia 2018,https://www.wina.pl/wina-czerwone-wytrawne/1338-carmenere-reserva-vina-falernia.html,"55,00 zł",Chile,Elqui Valley,,Falernia,czerwone,wytrawne,średnie,Carmenere,750 ml,18 st.C,24 h ( w dni robocze ),2018,,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa Balaguer Benimaquía Alicante DO 2020,https://www.wina.pl/naturalne/3465-casa-balaguer-benimaquia-alicante-do.html,"109,00 zł",Hiszpania,Walencja,Alicante DO,,pomarańczowe,wytrawne,pełne,Moscatel,750 ml,10-12 st.C,3 dni ( dni robocze ),2020,,13.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,Robert Parker 92,,,,,,,,,,,,,,,,,,,,,
Casa Balaguer El Rosado de Padilla Alicante DO 2018,https://www.wina.pl/naturalne/3469-casa-balaguer-el-rosado-de-padilla-alicante-do.html,"99,00 zł",Hiszpania,Walencja,Alicante DO,,różowe,wytrawne,średnie,Monastrell,750 ml,13 st.C,3 dni ( dni robocze ),2018,,12.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Casa Balaguer El Vivero Alicante DO 2019,https://www.wina.pl/naturalne/3466-casa-balaguer-el-vivero-alicante-do.html,"119,00 zł",Hiszpania,Walencja,Alicante DO,,czerwone,wytrawne,średnie,Garnacha Peluda,750 ml,16 st.C,3 dni ( dni robocze ),2019,,13%,,,,Garnacha,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,Robert Parker 91,,,,,,,,,,,,,,,,,,,,,
Casa Balaguer Salicornio Malvasia Alicante DO 2020,https://www.wina.pl/naturalne/3464-casa-balaguer-salicornio-malvasia-alicante-do.html,"99,00 zł",Hiszpania,Walencja,Alicante DO,,pomarańczowe,wytrawne,średnie,Malvasia Bianca,750 ml,8-10 st.C,3 dni ( dni robocze ),2020,,13.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,Robert Parker 92,,,,,,,,,,,,,,,,,,,,,
Casa Balaguer Tragolargo blanco Alicante DO 2022,https://www.wina.pl/naturalne/3462-casa-balaguer-tragolargo-blanco-alicante-do.html,"103,00 zł",Hiszpania,Walencja,Alicante DO,,pomarańczowe,wytrawne,średnie,Moscatel,750 ml,14 st.C,3 dni ( dni robocze ),2022,,12.5%,,,,Malvasia Bianca,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
"Castello di Volpaia 1,5 L Chianti Classico Riserva DOCG - Magnum w skrzyni 2016",https://www.wina.pl/od-300-do-500-pln/2669-castello-di-volpaia-15-l-chianti-classico-riserva-docg-magnum-w-skrzyni.html,"325,00 zł",Włochy,Toskania,Chianti Classico DOCG,Castello di Volpaia,czerwone,wytrawne,pełne,Sangiovese,"1,5 L",,3 dni ( dni robocze ),2016,,,,,,,,,,organiczne,,,,,,Robert Parker 92,,,,,,,,,,,,,,,,,,,,,
Castello di Volpaia Balifico Supertuscan Toscana IGT 2017,https://www.wina.pl/wina-czerwone-wytrawne/2139-castello-di-volpaia-balifico-supertuscan-toscana-igt.html,"374,00 zł",Włochy,Toskania,Toscana IGT,Castello di Volpaia,czerwone,wytrawne,,Sangiovese,750 ml,,3 dni ( dni robocze ),2017,,,,,,Cabernet Sauvignon,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castello di Volpaia Chianti Classico DOCG 2020,https://www.wina.pl/wina-czerwone-wytrawne/2140-castello-di-volpaia-chianti-classico-docg-.html,"155,00 zł",Włochy,Toskania,Chianti Classico DOCG,Castello di Volpaia,czerwone,wytrawne,średnie,Sangiovese,750 ml,,3 dni ( dni robocze ),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castillo de Mendoza 1ª (primera) Cosecha Riserva DOC 1994,https://www.wina.pl/czerwone/3290-castillo-de-mendoza-1-primera-cosecha-riserva-doc.html,"429,00 zł",Hiszpania,Rioja,Rioja DOC,,czerwone,wytrawne,średnie,Tempranillo,750 ml,16 st.C,24 h ( w dni robocze ),1994,,14%,,Bruxela Złoto,,,,,,,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
"Castillo de Mendoza Reserva Rioja DOC magnum 1,5 L 2016",https://www.wina.pl/organiczne/3286-castillo-de-mendoza-reserva-rioja-doc-magnum-15-l.html,"239,00 zł",Hiszpania,Rioja,Rioja DOC,,czerwone,wytrawne,średnie,Tempranillo,"1,5 L",16 st.C,3 dni ( dni robocze ),2016,,14%,,,,,,,tak – uprawa ograniczna/naturalna,,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Castorani Amorino Montepulciano d'Abruzzo Terre di Casauria DOC 2018,https://www.wina.pl/organiczne/3849-castorani-amorino-montepulciano-d-abruzzo-terre-di-casauria-doc.html,"144,00 zł",Włochy,Abruzja,Montepulciano d'Abruzzo Terre di Casauria DOC,,czerwone,wytrawne,pełne,Montepulciano,750 ml,16-18 st.C,3 dni ( dni robocze ),2018,,13%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catuj Nero d'Avola Selvi 2018,https://www.wina.pl/wina-czerwone-wytrawne/1711-catuj-nero-d-avola-selvi.html,"45,00 zł",Włochy,Sycylia,Sicilia IGT,Agricole Selvi,czerwone,wytrawne,średnie,Nero d'Avola,750 ml,16-18 st.C,,2018,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cava Brut Reserva Heredad Magnum w skrzyni 1,5 L",https://www.wina.pl/wina-musujace/1211-cava-brut-reserva-heredad-magnum-w-skrzyni-15-l.html,"259,00 zł",Hiszpania,Penedes,Cava DO,Segura Viudas,musujące,wytrawne,średnie,,"1,5 L",11 st.C,24 h ( w dni robocze ),,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celler del Roure Les Prunes Valencia DOP 2021,https://www.wina.pl/organiczne/3967-celler-del-roure-les-prunes-valencia-dop.html,"89,00 zł",Hiszpania,Walencja,Valencia DOP,,różowe,wytrawne,średnie,Mandó,750 ml,10-12 st.C,3 dni ( dni robocze ),2021,,12.5%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Chablis 1 er Cru Montmains AC Collet 2018,https://www.wina.pl/wina-biale-wytrawne/1482-chablis-1-er-cru-montmains-ac-collet.html,"187,00 zł",Francja,Burgundia,Chablis 1er cru AOC,Domaine Collet,białe,wytrawne,średnie,Chardonnay,750 ml,12 st.C,24 h ( w dni robocze ),2018,,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chablis 1 er Cru Vaillons AC Collet 2020,https://www.wina.pl/wina-biale-wytrawne/1483-chablis-1-er-cru-vaillons-ac-2010-collet.html,"195,00 zł",Francja,Burgundia,Chablis 1er cru AOC,Domaine Collet,białe,wytrawne,średnie,Chardonnay,750 ml,12 st.C,24 h ( w dni robocze ),2020,,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chablis Bouchard Aine & Fils 2016,https://www.wina.pl/wina-biale-wytrawne/1609-chablis-bouchard-aine-fils.html,"99,00 zł",Francja,Burgundia,Chablis AOC,Bouchard Aîné & Fils,białe,wytrawne,średnie,Chardonnay,750 ml,10-12 st.C,3 dni ( dni robocze ),2016,,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champagne Lanson Black Label Brut Reserve,https://www.wina.pl/szampany/2953-champagne-lanson-black-label-brut-reserve.html,"379,00 zł",Francja,Szampania,Champagne AOC,Champagne Lanson,szampan,,,Chardonnay,750 ml,,3 dni ( dni robocze ),,,,,,,Pinot Noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champagne Lanson Blanc de Blancs,https://www.wina.pl/wina/2173-champagne-lanson-blanc-de-blancs.html,"494,00 zł",Francja,Szampania,Champagne AOC,Champagne Lanson,,wytrawne,,Chardonnay,750 ml,,3 dni ( dni robocze ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champagne Lanson Clos Lanson Chardonnay Brut Vintage 2007 + luksusowa drewniana szkatułka 2007,https://www.wina.pl/powyzej-1000-pln/2172-champagne-lanson-clos-lanson-chardonnay-brut-vintage-2007-luksusowa-drewniana-szkatulka.html,"1 299,00 zł",Francja,Szampania,Champagne AOC,Champagne Lanson,szampan,,,Chardonnay,750 ml,,3 dni ( dni robocze ),2007,,,,,,,,,,,,,,,,,,białe,,,,,,,,,,,,,,,,,,,
Chapoutier Selections Parcellaires Pavillon Rouge Ermitage AOP Bio 2010,https://www.wina.pl/naturalne/2714-chapoutier-selections-parcellaires-pavillon-rouge-ermitage-aop-bio.html,"2 799,00 zł",Francja,Dolina Rodanu,Hermitage AOP,Maison Michel Chapoutier,czerwone,wytrawne,pełne,Syrah,750 ml,16-18 st.C,3 dni ( dni robocze ),2010,,14%,,,,,,,,organiczne,,,,naturalne,,Robert Parker 100,,,,,,,,,,,,,,,,,,,,,
Chardonnay Merol St. Michael Eppan 2020,https://www.wina.pl/wina-biale-wytrawne/82-chardonnay-merol-st-michael-eppan.html,"109,00 zł",Włochy,Trentino Alto Adige,Alto Adige Chardonnay DOC,St. Michael-Eppan,białe,wytrawne,średnie,Chardonnay,750 ml,12 st.C,24 h ( w dni robocze ),2020,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chardonnay Reserva Vina Falernia 2021,https://www.wina.pl/wina-biale-wytrawne/1340-chardonnay-reserva-vina-falernia.html,"55,00 zł",Chile,Elqui Valley,,Falernia,białe,wytrawne,średnie,Chardonnay,750 ml,11 st.C,24 h ( w dni robocze ),2021,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chardonnay Twin Oaks Robert Mondavi 2021,https://www.wina.pl/wina-biale-wytrawne/1413-chardonnay-twin-oaks-robert-mondavi.html,"73,00 zł",USA,Kalifornia,,Robert Mondavi Winery,białe,wytrawne,średnie,Chardonnay,750 ml,12 st.C,24 h ( w dni robocze ),2021,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chardonnay Winnica Wieliczka 2021,https://www.wina.pl/wina-biale-wytrawne/1913-chardonnay-winnica-wieliczka.html,"129,00 zł",POLSKA,Małopolska,,,białe,wytrawne,średnie,Chardonnay,750 ml,12 st.C,24 h ( w dni robocze ),2021,,11%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Château Cheval Blanc Le Petit Cheval Grand Cru Classe Saint-Emilion AOC 2016,https://www.wina.pl/wina-czerwone-wytrawne/2191-chateau-cheval-blanc-le-petit-cheval-grand-cru-classe-saint-emilion-aoc-.html,"1 682,00 zł",Francja,Bordeaux,Saint Emilion Grand Cru Classe,Château Cheval Blanc,czerwone,wytrawne,pełne,Cabernet Franc,750 ml,18 st.C,3 dni ( dni robocze ),2016,,,,,,Merlot,,,,,,,,,,Robert Parker 93,,,,,,,,,,,,,,,,,,,,,
Château Cos Labory Grand Cru Classe Saint-Estephe AOC 2016,https://www.wina.pl/wytrawne/2196-chateau-cos-labory-grand-cru-classe-saint-estephe-aoc.html,"339,00 zł",Francja,,Sainte Estephe AOC,,czerwone,wytrawne,pełne,Merlot,750 ml,,3 dni ( dni robocze ),2016,,,,,,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Château de la Vieille Chapelle Les Grands Blancs Barrique Vin de France 2021,https://www.wina.pl/naturalne/4047-chateau-de-la-vieille-chapelle-les-grands-blancs-barrique-vin-de-france.html,"179,00 zł",Francja,Bordeaux,Vin de France,,białe,wytrawne,średnie,Semillon,750 ml,,3 dni ( dni robocze ),2021,,12%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Château de Riquewihr ""Les Murailles"" Riesling Alsace AOC 2021",https://www.wina.pl/wina-biale-polwytrawne/2197-chateau-de-riquewihr-les-murailles-riesling-alsace-aoc-.html,"112,00 zł",Francja,Alzacja,Alsace AOC,Chateau De Riquewihr  Dopff & Irion,białe,półwytrawne,średnie,Riesling,750 ml,10-12 st.C,3 dni ( dni robocze ),2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Château de Riquewihr ""Les Sorcières"" Gewurztraminer Alsace AOC 2017",https://www.wina.pl/wina-biale-polslodkie/2198-chateau-de-riquewihr-les-sorcieres-gewurztraminer-alsace-aoc.html,"135,00 zł",Francja,Alzacja,Alsace AOC,Chateau De Riquewihr  Dopff & Irion,białe,półsłodkie,,Gewürztraminer,750 ml,,3 dni ( dni robocze ),2017,,,,Decanter Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Château de Riquewihr ""Schoenenbourg"" Riesling Grand Cru Alsace AOC 2020",https://www.wina.pl/wina-biale-polwytrawne/2199-chateau-de-riquewihr-schoenenbourg-riesling-grand-cru-alsace-aoc.html,"181,00 zł",Francja,Alzacja,,Chateau De Riquewihr  Dopff & Irion,białe,półwytrawne,pełne,Riesling,750 ml,12-14 st.C,3 dni ( dni robocze ),2020,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Château de Riquewihr ""Sporen"" Gewurztraminer Grand Cru Alsace 2018",https://www.wina.pl/wina-na-aperitif/2200-chateau-de-riquewihr-sporen-gewurztraminer-grand-cru-alsace-.html,"205,00 zł",Francja,Alzacja,,,białe,półsłodkie,pełne,Gewürztraminer,,14 st.C,3 dni ( dni robocze ),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Château Duhart-Milon Grand Cru Classe Pauillac AOC 2015,https://www.wina.pl/wina-czerwone-wytrawne/2207-chateau-duhart-milon-grand-cru-classe-pauillac-aoc-.html,"819,00 zł",Francja,Bordeaux,Pauillac AOC,Chateau Duhart-Milon,czerwone,wytrawne,,Merlot,750 ml,,3 dni ( dni robocze ),2015,,,,,,Cabernet Sauvignon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chateau Haut Brion 2006,https://www.wina.pl/wina-czerwone-wytrawne/970-chateau-haut-brion.html,"3 999,00 zł",Francja,Bordeaux,Pessac-Leognan AOC,Chateau Haut Brion,czerwone,wytrawne,pełne,,750 ml,18 st.C,3 dni ( dni robocze ),2006,,,,,,,,,,,,,,,,Robert Parker 96,,,,,,,,,,,,,,,,,,,,,
Chateau Haut Closet Rouge Bordeaux AOC 2019,https://www.wina.pl/wina-czerwone-wytrawne/2780-chateau-haut-closet-rouge-bordeaux-aoc.html,"44,00 zł",Francja,Bordeaux,,Chateau Haut Closet,czerwone,wytrawne,,Cabernet Sauvignon,750 ml,,3 dni ( dni robocze ),2019,,14%,,,,Merlot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Château Laroque AOC Saint-Émilion Grand Cru Classé 2018,https://www.wina.pl/wina-czerwone-wytrawne/4111-chateau-laroque-aoc-saint-emilion-grand-cru-classe.html,"369,00 zł",Francja,Bordeaux,Saint Emilion Grand Cru Classe,,czerwone,wytrawne,pełne,Cabernet Franc,750 ml,16-18 st.C,24 h ( w dni robocze ),2018,,13.5%,,,,Merlot,,,,,,,,,,Robert Parker 95,,,,,,,,94 pkt,,,,,,,,,,,,,
Chateau Leoville Barton Deuxieme Cru Classe AOC Saint-Julien 2012,https://www.wina.pl/wina-czerwone-wytrawne/223-chateau-leoville-barton-deuxieme-cru-classe-aoc-saint-julien.html,"479,00 zł",Francja,Bordeaux,Saint-Julien AOC,Chateau Leoville Barton,czerwone,wytrawne,pełne,Cabernet Franc,750 ml,18 st.C,24 h ( w dni robocze ),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chateau Margaux AOC Margaux 2006,https://www.wina.pl/wina-czerwone-wytrawne/465-chateau-margaux-aoc-margaux.html,"6 499,00 zł",Francja,Bordeaux,Margaux AOC,Chateau Margaux,czerwone,wytrawne,pełne,,750 ml,18 st.C,3 dni ( dni robocze ),2006,,,,,,,,,,,,,,,,Robert Parker 94,,,,,,,,,,,,,,,,,,,,,
Château Mazeyres Pomerol AOC 2020,https://www.wina.pl/wina-czerwone-wytrawne/2519-chateau-mazeyres-pomerol-aoc.html,"311,00 zł",Francja,Bordeaux,Pomerol AOC,,czerwone,wytrawne,pełne,"Merlot, Cabernet Franc",750 ml,,3 dni ( dni robocze ),2020,,13.5%,,,,,,,,,,,,,,,,,,falstaff 93,,,,,,,,,,,,,,,,,
Chateau Mouton Rothschild 1-er Cru Classe 2009,https://www.wina.pl/wina-czerwone-wytrawne/951-chateau-mouton-rothschild-1-er-cru-classe.html,"5 999,00 zł",Francja,Bordeaux,Pauillac AOC,Chateau Mouton Rothschild,czerwone,wytrawne,pełne,Cabernet Franc,750 ml,18 st.C,3 dni ( dni robocze ),2009,,13%,,,,,,,,,,,,,,Robert Parker 99,,,,,,,,,,,,,,,,,,,,,
Chateau Nenin Pomerol AOC 2018,https://www.wina.pl/wina-czerwone-wytrawne/227-chateau-nenin-pomerol-aoc.html,"678,00 zł",Francja,Bordeaux,Pomerol AOC,Chateau Nenin,czerwone,wytrawne,pełne,Merlot,750 ml,18 st.C,3 dni ( dni robocze ),2018,,13.5%,,,,,,,,,,,,,,Robert Parker 94,,,,,,,,,,,,,,,,,,,,,
