name,link,price,kraj,region,apelacja,winnica,rodzaj wina,smak,styl,grona,pojemność,temperatura podawania,wysyłka w ciągu,rocznik,rocznik2,zawartość alkoholu,producent,medale,medale2,grona2,grona3,grona4,czy winnica bio,bio,grona5,grona6,grona7,bio2,wino wegańskie,oceny prasy,wine spectator,rodzaj wina2,zawartość alkoholu2,falstaff,bio3,grona8,guia penin,james suckling,medale3,alkohol zawartość,objętość,rocznik3,temperatura podawania2,wino koszerne,region2,ilość win,grona9,grona10,grona11,grona12,grona13
Chateau Odilon Benjamin de Rothschild Haut-Medoc AOC 2018,https://www.wina.pl/wina-czerwone-wytrawne/2779-chateau-odilon-benjamin-de-rothschild-haut-medoc-aoc.html,"147,00 zł",Francja,Bordeaux,Haut Medoc AOC,Château Peyre-Lebade,czerwone,wytrawne,,"Merlot, Cabernet Sauvignon, Cabernet Franc",750 ml,,3 dni ( dni robocze ),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chateau Ormes de Pez Saint-Estephe AOC 2015,https://www.wina.pl/wina-czerwone-wytrawne/2220-chateau-ormes-de-pez-saint-estephe-aoc.html,"303,00 zł",Francja,,,Château Les Ormes de Pez,czerwone,wytrawne,,Cabernet Sauvignon,750 ml,,3 dni ( dni robocze ),2015,,,,,,Cabernet Franc,Merlot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Château Paradis Casseuil Rouge Bordeaux AOC 2018,https://www.wina.pl/wina-czerwone-wytrawne/2232-chateau-paradis-casseuil-rouge-bordeaux-aoc.html,"107,00 zł",Francja,Bordeaux,Bordeaux AOC,Château Paradis Casseuil,czerwone,wytrawne,,"Merlot, Cabernet Sauvignon",750 ml,,3 dni ( dni robocze ),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chateau Pavie Macquin Saint-Emilion Grand Cru 2016,https://www.wina.pl/czerwone/2678-chateau-pavie-macquin-saint-emilion-grand-cru.html,"906,00 zł",Francja,Bordeaux,Saint Emilion AOC,,czerwone,wytrawne,pełne,Merlot,750 ml,18 st.C,,2016,,,,,,,,,,,,,,,,Robert Parker 96,,,,,,,,,,,,,,,,,,,,,
Chateau Pibarnon 2013,https://www.wina.pl/wina-czerwone-wytrawne/46-chateau-pibarnon.html,"219,00 zł",Francja,Prowansja,Bandol AOC,Chateau de Pibarnon,czerwone,wytrawne,pełne,Mourvedre / Monastrell,750 ml,0 st.C,24 h ( w dni robocze ),2013,,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chateau-Figeac 1er Grand Cru Classe St. Emilion AOC 2011,https://www.wina.pl/wina-czerwone-wytrawne/463-chateau-figeac-1er-grand-cru-classe-st-emilion-aoc.html,"1 049,00 zł",Francja,Bordeaux,Saint Emilion Grand Cru Classe,Chateau-Figeac,czerwone,wytrawne,pełne,,750 ml,18 st.C,3 dni ( dni robocze ),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaxiraxi Baboso Tenerife Amos Baneres 2018,https://www.wina.pl/naturalne/3091-chaxiraxi-baboso-tenerife-amos-baneres.html,"229,00 zł",Hiszpania,Teneryfa,,Amos Baneres,czerwone,wytrawne,średnie,Baboso Negro,750 ml,,3 dni ( dni robocze ),2018,,12.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,weganskie,,,,,,,organiczne,,,,,,,,,,,,,,,,
Chaxiraxi Listán Blanco Tenerife Amos Baneres 2018,https://www.wina.pl/naturalne/3090-chaxiraxi-listan-blanco-tenerife-amos-baneres.html,"229,00 zł",Hiszpania,Teneryfa,,Amos Baneres,białe,wytrawne,średnie,Palomino,750 ml,,3 dni ( dni robocze ),2018,,11%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,weganskie,,,,,,,organiczne,,,,,,,,,,,,,,,,
Chianti Ser Dante DOCG 2018,https://www.wina.pl/wina-czerwone-wytrawne/1333-chianti-ser-dante-docg.html,"45,00 zł",Włochy,Toskania,Chianti DOCG,San Rocco,czerwone,wytrawne,średnie,Sangiovese,750 ml,16 st.C,24 h ( w dni robocze ),2018,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chianti Terra Nostra 2017,https://www.wina.pl/wina-czerwone-wytrawne/1724-chianti-terra-nostra-.html,"37,00 zł",Włochy,Toskania,Chianti DOCG,Castellani,czerwone,wytrawne,średnie,Sangiovese,750 ml,18 st.C,24 h ( w dni robocze ),2017,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chilijska para z Falernia,https://www.wina.pl/prezenty/1624-chilijska-para-z-falernia.html,"148,00 zł",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comte Jean-Louis Philippe Brut Champagne AOC,https://www.wina.pl/szampany/2897-comte-jean-louis-philippe-brut-champagne-aoc.html,"199,00 zł",Francja,Szampania,Champagne AOC,Champagne Bauchet,szampan,wytrawne,średnie,Chardonnay,750 ml,6-10 st.C,3 dni ( dni robocze ),,,12%,,,,Pinot Noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contado Di Majo Norante Riserva 2012,https://www.wina.pl/wina-czerwone-wytrawne/460-contado-di-majo-norante.html,"89,00 zł",Włochy,Molise,Alianico del Molise DOC,Di Majo Norante,czerwone,wytrawne,pełne,Aglianico,750 ml,18 st.C,24 h ( w dni robocze ),2012,,13.5%,,,,,,,tak – uprawa ograniczna/naturalna,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corte Ai Cipressi Chianti DOCG 2019,https://www.wina.pl/wina-czerwone-wytrawne/2961-corte-ai-cipressi-chianti-docg.html,"39,00 zł",Włochy,Toskania,Chianti DOCG,,czerwone,wytrawne,średnie,Canaiolo,750 ml,16 st.C,,2019,,12%,,,,Sangiovese,Ciliegiolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costalupo Illuminati 2020,https://www.wina.pl/wina-biale-wytrawne/1506-costalupo-illuminati-2013.html,"39,00 zł",Włochy,Abruzja,Controguerra DOC,Illuminati,białe,wytrawne,średnie,Chardonnay,750 ml,,24 h ( w dni robocze ),2020,,12.5%,,,,Trebbiano d'Abruzzo,,,,weganskie,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotes du Rhone Blanc Bouchard Aine & Fils 2020,https://www.wina.pl/wina-biale-wytrawne/1583-cotes-du-rhone-blanc-bouchard-aine-fils.html,"62,00 zł",Francja,Dolina Rodanu,Côtes du Rhone AOC,Bouchard Aîné & Fils,białe,wytrawne,lekkie,Clairette,750 ml,10-12 st.C,24 h ( w dni robocze ),2020,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuvee Blanc półsłodkie Winnica Srebrna Góra 2020,https://www.wina.pl/wina-biale-polslodkie/2894-cuvee-blanc-polslodkie-winnica-srebrna-gora.html,"63,00 zł",POLSKA,Małopolska,,Winnica Srebrna Góra,białe,półsłodkie,średnie,Solaris,750 ml,8-10 st.C,24 h ( w dni robocze ),2020,,11%,,,,Hibernal,Seyval Blanc,Johanniter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuvee Blanc Winnica Srebrna Góra 2020,https://www.wina.pl/wina-biale-wytrawne/1462-cuvee-blanc-winnica-srebrna-gora.html,"63,00 zł",POLSKA,Małopolska,,Winnica Srebrna Góra,białe,półwytrawne,średnie,Solaris,750 ml,8-10 st.C,24 h ( w dni robocze ),2020,,12.5%,,,,Hibernal,Seyval Blanc,Johanniter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuvee Kojder 2021,https://www.wina.pl/wina-biale-polslodkie/1773-cuvee-kojder.html,"119,00 zł",POLSKA,,,Winnica Kojder,białe,półsłodkie,średnie,Solaris,750 ml,8-10 st.C,24 h ( w dni robocze ),2021,,12.5%,,,,,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuvee Rose Winnica Srebrna Góra 2021,https://www.wina.pl/rozowe/1578-cuvee-rose-winnica-srebrna-gora.html,"63,00 zł",POLSKA,Małopolska,,Winnica Srebrna Góra,różowe,półwytrawne,lekkie,Cabernet Cortis,750 ml,10-12 st.C,24 h ( w dni robocze ),2021,,11.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniele Illuminati 2018,https://www.wina.pl/wina-biale-wytrawne/1507-daniele-illuminati-.html,"115,00 zł",Włochy,Abruzja,Controguerra DOC,Illuminati,białe,wytrawne,pełne,Chardonnay,750 ml,12-14 st.C,24 h ( w dni robocze ),2018,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De Stefani 0.15 Millesimato Prosecco DOC 2021,https://www.wina.pl/wina-musujace/3778-de-stefani-015-millesimato-prosecco-doc.html,"83,00 zł",Włochy,Veneto,Prosecco DOC,,musujące,wytrawne,średnie,Glera,750 ml,8-10 st.C,3 dni ( dni robocze ),2021,,11.5%,,,,,,,,,,,,,,,,,,,,,,90 pkt,,,,,,,,,,,,,
Denis Montanar Merlot Dodòn Venezia Gulia IGT 2017,https://www.wina.pl/naturalne/3416-denis-montanar-merlot-dodon-venezia-gulia-igt.html,"149,00 zł",Włochy,Friuli,Venezia Gulia IGT,,czerwone,wytrawne,średnie,Merlot,750 ml,16 st.C,3 dni ( dni robocze ),2017,,12.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Dom Perignon Vintage w pudełku Luminous 2012,https://www.wina.pl/powyzej-1000-pln/3053-dom-perignon-vintage-w-pudelku-luminous.html,"1 099,00 zł",Francja,Szampania,Champagne AOC,,szampan,wytrawne,pełne,Chardonnay,750 ml,,3 dni ( dni robocze ),2012,,,,,,Pinot Noir,,,,,,,,,,Robert Parker 96,96 pkt,,,,,,,,,,,,,,,,,,,,
Domaine Chandon de Briailles Corton Grand Cru Bio 2018,https://www.wina.pl/wina-biale-wytrawne/2932--domaine-chandon-de-briailles-corton-grand-cru-bio.html,"999,00 zł",Francja,Burgundia,Corton Grand Cru AOC,Domaine Chandon de Briailles,białe,wytrawne,średnie,Chardonnay,750 ml,12 st.C,3 dni ( dni robocze ),2018,,,,,,,,,,organiczne,,,,,,Robert Parker 93,,,,,,,,,,,,,,,,,,,,,
Domaine Chandon de Briailles Les Bressandes Corton Grand Cru Bio 2018,https://www.wina.pl/wina-czerwone-wytrawne/2937-domaine-chandon-de-briailles-les-bressandes-corton-grand-cru-bio.html,"999,00 zł",Francja,Burgundia,Corton Bressandes Grand Cru AOC,Domaine Chandon de Briailles,czerwone,wytrawne,średnie,Pinot Noir,750 ml,16 st.C,3 dni ( dni robocze ),2018,,,,,,,,,,organiczne,,,,,,Robert Parker 92,93 pkt,,,,,,,,,,,,,,,,,,,,
Domaine Chanson Chassagne Montrachet 1er Cru Les Chenevottes AOC 2020,https://www.wina.pl/biale/3199-domaine-chanson-chassagne-montrachet-1er-cru-les-chenevottes-aoc.html,"499,00 zł",Francja,Burgundia,Chassagne Montrachet 1er Cru AOC,,białe,wytrawne,pełne,Chardonnay,750 ml,12 st.C,3 dni ( dni robocze ),2020,,13.5%,,,,,,,,,,,,,,,93 pkt,,,,,,,,,,,,,,,,,,,,
Domaine Chanson Le Bourgogne Pinot Noir AOC 2020,https://www.wina.pl/czerwone/3202-domaine-chanson-le-bourgogne-pinot-noir-aoc.html,"115,00 zł",Francja,Burgundia,Bourgogne AOC,,czerwone,wytrawne,średnie,Pinot Noir,750 ml,15 st.C,3 dni ( dni robocze ),2020,,12.5%,,,,,,,,,,,,,,,90 pkt,,,,,,,,,,,,,,,,,,,,
Domaine Chanson Mercurey AOC 2020,https://www.wina.pl/czerwone/3203-domaine-chanson-mercurey-aoc.html,"167,00 zł",Francja,Burgundia,Mercurey AOC,,czerwone,wytrawne,średnie,Pinot Noir,750 ml,15 st.C,3 dni ( dni robocze ),2020,,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domaine Chanson Meursault AOC 2018,https://www.wina.pl/biale/3198-domaine-chanson-meursault-aoc.html,"329,00 zł",Francja,Burgundia,Meursault AOC,,białe,wytrawne,pełne,Chardonnay,750 ml,12 st.C,3 dni ( dni robocze ),2018,,13.5%,,,,,,,,,,,,,,,90 pkt,,,,,,,,,,,,,,,,,,,,
Domaine Chanson Santenay AOC 2018,https://www.wina.pl/czerwone/3204-domaine-chanson-santenay-aoc.html,"173,00 zł",Francja,Burgundia,Santenay AOC,,czerwone,wytrawne,pełne,Pinot Noir,750 ml,15 st.C,3 dni ( dni robocze ),2018,,13.5%,,,,,,,,,,,,,,Robert Parker 90,,,,,,,,,,,,,,,,,,,,,
Domaine Chanson Savigny-lès-Beaune Pinot Noir AOC 2017,https://www.wina.pl/czerwone/3205-domaine-chanson-savigny-les-beaune-pinot-noir-aoc.html,"250,00 zł",Francja,Burgundia,Savigny-les-Beaune AOC,,czerwone,wytrawne,pełne,Pinot Noir,750 ml,15 st.C,3 dni ( dni robocze ),2017,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domaine Chanson Viré-Clessé AOC 2018,https://www.wina.pl/biale/3194-domaine-chanson-vire-clesse-aoc.html,"99,00 zł",Francja,Burgundia,Viré-Clessé AOC,,białe,wytrawne,lekkie,Chardonnay,750 ml,12 st.C,3 dni ( dni robocze ),2018,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domaine David Duband Nuits Saint Georges 2015,https://www.wina.pl/wina-czerwone-wytrawne/2871-domaine-david-duband-nuits-saint-georges.html,"249,00 zł",Francja,Burgundia,Nuits Saint Georges AOC,David Duband,czerwone,wytrawne,,Pinot Noir,750 ml,18 st.C,24 h ( w dni robocze ),2015,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domaine des Roches Neuves Outre Terre 2013,https://www.wina.pl/naturalne/2860-domaine-des-roches-neuves-outre-terre.html,"269,10 zł",Francja,Dolina Loary,Saumur-Champigny AOC,Domaine de Roches Neuves,czerwone,wytrawne,średnie,Cabernet Franc,750 ml,15 st.C,24 h ( w dni robocze ),2013,,13.5%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,naturalne,,,,,,,,,,,,,,,,,,,,,,,
"Domaine du Trapadis Cotes Du Rhone Rouge ""La P’tite Côte"" 2020",https://www.wina.pl/wina-czerwone-wytrawne/3073-domaine-du-trapadis-cotes-du-rhone-rouge-la-ptite-cote.html,"74,00 zł",Francja,Dolina Rodanu,,Domaine du Trapadis,czerwone,wytrawne,średnie,Grenache,750 ml,16 st.C,3 dni ( dni robocze ),2020,,13.5%,,,,,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domaine La Bohème G & M Auvergne VdF 2020,https://www.wina.pl/naturalne/3486-domaine-la-boheme-g-m-auvergne-vdf.html,"169,00 zł",Francja,Owernia,Vin de France,,pomarańczowe,wytrawne,średnie,Muscat,750 ml,10-12 st.C,3 dni ( dni robocze ),2020,,12.5%,,,,Sauvignon Blanc,Gewürztraminer,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Domaine Wach Riesling Kastelberg Grand Cru Alsace AOC 2018,https://www.wina.pl/biale/3192-domaine-wach-riesling-kastelberg-grand-cru-alsace-aoc.html,"266,00 zł",Francja,Alzacja,Alsace Grand Cru AOP,,białe,wytrawne,pełne,Riesling,750 ml,12 st.C,3 dni ( dni robocze ),2018,,13.5%,,,,,,,,,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Domaines Ott Clos Mireille Rosé Cœur de Grain Côtes De Provence AOC 2020,https://www.wina.pl/rozowe/3591-domaines-ott-clos-mireille-rose-coeur-de-grain-cotes-de-provence-aoc.html,"259,00 zł",Francja,Prowansja,Côtes de Provence AOC,,różowe,wytrawne,średnie,Cinsault,750 ml,10-12 st.C,3 dni ( dni robocze ),2020,,13%,,Mundus Vini Gold,,Grenache,Syrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominio de Pingus PSI Ribera Del Duero DO 2020,https://www.wina.pl/wina-wytrawne/2994-dominio-de-pingus-psi-ribera-del-duero-do.html,"237,00 zł",Hiszpania,Ribera del Duero,Ribera del Duero DO,Dominio de Pingus,czerwone,wytrawne,pełne,Tempranillo,750 ml,,3 dni ( dni robocze ),2020,,14%,,,,Garnacha,,,tak – uprawa ograniczna/naturalna,,,,,,,Robert Parker 93,,,,,,,,92 pkt,,,,,,,,,,,,,
Dominio de Tares Bembibre Bierzo DO 2015,https://www.wina.pl/wina-czerwone-wytrawne/2268-dominio-de-tares-bembibre-bierzo-do.html,"199,00 zł",Hiszpania,,Bierzo DO,Dominio de Tares,czerwone,wytrawne,,Mencia,750 ml,,3 dni ( dni robocze ),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominio de Tares Cepas Viejas Bierzo DO 2017,https://www.wina.pl/wina-czerwone-wytrawne/2269-dominio-de-tares-cepas-viejas-bierzo-do.html,"151,00 zł",Hiszpania,,Bierzo DO,Dominio de Tares,czerwone,wytrawne,,Mencia,750 ml,,3 dni ( dni robocze ),2017,,14.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donnafugata Isolano Dolce&Gabbana Etna Bianco DOC 2019,https://www.wina.pl/biale/3356-donnafugata-isolano-dolcegabbana-etna-bianco-doc.html,"355,00 zł",Włochy,Sycylia,Etna Bianco DOC,,białe,wytrawne,średnie,Carricante,750 ml,10-12 st.C,3 dni ( dni robocze ),2019,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dopff & Irion ""Cuvée René Dopff"" Gewurztraminer Alsace AOC 2019",https://www.wina.pl/wina-biale-polslodkie/2201-dopff-irion-cuvee-rene-dopff-gewurztraminer-alsace-aoc.html,"96,00 zł",Francja,Alzacja,Alsace AOC,Chateau De Riquewihr  Dopff & Irion,białe,półsłodkie,średnie,Gewürztraminer,750 ml,12 st.C,3 dni ( dni robocze ),2019,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dopff & Irion ""Cuvée René Dopff"" Pinot Blanc Alsace AOC 2020",https://www.wina.pl/wina-biale-polwytrawne/2202-dopff-irion-cuvee-rene-dopff-pinot-blanc-alsace-aoc.html,"63,00 zł",Francja,Alzacja,Alsace AOC,Chateau De Riquewihr  Dopff & Irion,białe,półwytrawne,średnie,Pinot Blanc,750 ml,,3 dni ( dni robocze ),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dopff & Irion ""Cuvée René Dopff"" Pinot Gris Alsace AOC 2017",https://www.wina.pl/wina-biale-wytrawne/2203-dopff-irion-cuvee-rene-dopff-pinot-gris-alsace-aoc.html,"95,00 zł",Francja,Alzacja,Alsace AOC,Chateau De Riquewihr  Dopff & Irion,białe,wytrawne,średnie,,750 ml,10-12 st.C,3 dni ( dni robocze ),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dopff & Irion ""Cuvée René Dopff"" Riesling Alsace AOC 2020",https://www.wina.pl/wina-biale-wytrawne/2205-dopff-irion-cuvee-rene-dopff-riesling-alsace-aoc.html,"74,00 zł",Francja,Alzacja,Alsace AOC,Chateau De Riquewihr  Dopff & Irion,białe,wytrawne,,Riesling,750 ml,,3 dni ( dni robocze ),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorli Muhr Prellenkirchen Samt&Seide DAC Carnuntum 2018,https://www.wina.pl/naturalne/4130-dorli-muhr-prellenkirchen-samtseide-dac-carnuntum.html,"129,00 zł",Austria,Niederösterreich,Carnuntum DAC,,czerwone,wytrawne,średnie,Blaufränkisch,750 ml,15 st.C,24 h ( w dni robocze ),2018,,13%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,Robert Parker 92,,,,falstaff 92,,,,,,,,,,,,,,,,,
Dornfelder Winnice Jaworek 2018,https://www.wina.pl/czerwone/3060-dornfelder-winnice-jaworek.html,"99,00 zł",POLSKA,Dolny Śląsk,,Winnice Jaworek,czerwone,wytrawne,średnie,Dornfelder,750 ml,16 st.C,24 h ( w dni robocze ),2018,,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duchessa Lia Blanc de Blancs Brut Spumante NV,https://www.wina.pl/wina-musujace/3814-duchessa-lia-blanc-de-blancs-brut-spumante.html,"43,00 zł",Włochy,Piemont,Vino da Tavola (VdT),,białe,wytrawne,średnie,Garganega,750 ml,8-10 st.C,3 dni ( dni robocze ),NV,,11.5%,,,,Pinot Blanc,Durello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duchessa Lia Moscato d'Asti DOCG 2021,https://www.wina.pl/slodkie/3813-duchessa-lia-moscato-d-asti-docg.html,"57,00 zł",Włochy,Piemont,Moscato d Asti DOCG,,białe,słodkie,lekkie,Moscato,750 ml,6 st.C,3 dni ( dni robocze ),2021,,"5,5 %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egri Bikaver Grof Buttler 2013,https://www.wina.pl/wina-czerwone-wytrawne/2633-egri-bikaver-grof-buttler.html,"149,00 zł",Węgry,Eger,Nagy- Eged-Hegy,Grof Buttler,czerwone,wytrawne,średnie,Syrah,750 ml,16-18 st.C,24 h ( w dni robocze ),2013,,,,,,Pinot Noir,Kekfrankos,Portugieser,,,Cabernet Sauvignon,Merlot,Kadarka,,,,,,,,,,,,,,,,,,,,,,,,
Eiswein Gruner Veltliner Schloss Gobelsburg 2018,https://www.wina.pl/slodkie/130-eiswein-gruner-veltliner-schloss-gobelsburg.html,"275,00 zł",Austria,Kamptal,Kamptal DAC,Schloss Gobelsburg,białe,słodkie,pełne,Grüner Veltliner,375 ml,9 st.C,24 h ( w dni robocze ),2018,,,,,,,,,,,,,,,,Robert Parker 90,,,,,,,,,,,,,,,,,,,,,
"Els Vinyerons ""Lluerna"" Penedes DO 2021",https://www.wina.pl/naturalne/3135-els-vinyerons-lluerna-penedes-do.html,"79,00 zł",Hiszpania,Penedes,Penedes DO,Els Vinyerons Vins Naturals,białe,wytrawne,,Xarel.lo,750 ml,8 st.C,3 dni ( dni robocze ),2021,,12.5%,,,,,,,,organiczne,,,,naturalne,,,,,,,,,,,,,,,,,,,,,,,
"Elvio Cogno "" Bricco Pernice "" Barolo DOCG 2013",https://www.wina.pl/wina-czerwone-wytrawne/2295-elvio-cogno-bricco-pernice-barolo-docg.html,"495,00 zł",Włochy,Piemont,Barolo DOCG,Elvio Cogno,czerwone,wytrawne,,Nebbiolo,750 ml,,3 dni ( dni robocze ),2013,,,,Due Bicchieri Gambero Rosso,,,,,,,,,,,,Robert Parker 93,,,,,,,,,,,,,,,,,,,,,
"Esencia Rural De Sol a Sol Airén Tinaja, Toledo 2018",https://www.wina.pl/naturalne/3452-esencia-rural-de-sol-a-sol-airen-tinaja-toledo.html,"89,00 zł",Hiszpania,Kastylia (Castilla y Leon),Castilla VdT,,pomarańczowe,wytrawne,pełne,Airen,750 ml,14 st.C,3 dni ( dni robocze ),2018,,13.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
"Esencia Rural De Sol a Sol Airén, Toledo 2017",https://www.wina.pl/naturalne/3451-esencia-rural-de-sol-a-sol-airen-toledo.html,"89,00 zł",Hiszpania,Kastylia (Castilla y Leon),Castilla VdT,,pomarańczowe,wytrawne,pełne,Airen,750 ml,14 st.C,3 dni ( dni robocze ),2017,,14.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
"Esencia Rural De Sol a Sol Tempranillo, Toledo 2018",https://www.wina.pl/naturalne/3453-esencia-rural-de-sol-a-sol-tempranillo-toledo.html,"93,00 zł",Hiszpania,Kastylia (Castilla y Leon),Castilla VdT,,czerwone,wytrawne,pełne,Tempranillo,750 ml,16 st.C,3 dni ( dni robocze ),2018,,14%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
"Esencia Rural De Sol a Sol Velasco, Toledo 2018",https://www.wina.pl/naturalne/3454-esencia-rural-de-sol-a-sol-velasco-toledo.html,"95,00 zł",Hiszpania,Kastylia (Castilla y Leon),Castilla VdT,,czerwone,wytrawne,pełne,Velasco,750 ml,16 st.C,3 dni ( dni robocze ),2018,,14.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
"Esencia Rural Pampaneo Airén Eco, Toledo 2021",https://www.wina.pl/naturalne/3456-esencia-rural-pampaneo-airen-eco-toledo.html,"63,00 zł",Hiszpania,Kastylia (Castilla y Leon),Castilla VdT,,pomarańczowe,wytrawne,średnie,Airen,750 ml,14 st.C,3 dni ( dni robocze ),2021,,12.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
"Esencia Rural Pampaneo Tempranillo Natural, Toledo 2021",https://www.wina.pl/naturalne/3457-esencia-rural-pampaneo-tempranillo-natural-toledo.html,"75,00 zł",Hiszpania,Kastylia (Castilla y Leon),Castilla VdT,,czerwone,wytrawne,średnie,Tempranillo,750 ml,16 st.C,3 dni ( dni robocze ),2021,,13.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Extra Brut Billecart-Salmon,https://www.wina.pl/szampany/1648-extra-brut-billecart-salmon.html,"289,00 zł",Francja,Szampania,Champagne AOC,Billecart-Salmon,szampan,wytrawne,średnie,Pinot Meunier,750 ml,6-10 st.C,24 h ( w dni robocze ),,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Famille Perrin Château de Beaucastel Châteauneuf-du-Pape AOC 2019,https://www.wina.pl/organiczne/3596-famille-perrin-chateau-de-beaucastel-chateauneuf-du-pape-aoc.html,"629,00 zł",Francja,Dolina Rodanu,Châteauneuf du Pape AOC,,czerwone,wytrawne,pełne,Clairette,750 ml,16-18 st.C,3 dni ( dni robocze ),2019,,14.5%,,Decanter Gold,,Terret,Bourboulenc,Grenache,tak – uprawa ograniczna/naturalna,organiczne,Vaccarèse,Cinsault,Picardan,,,Robert Parker 100,98 pkt,,,,,Syrah,,96 pkt,,,,,,,,,Rousanne,Mourvedre / Monastrell,Counoise,Picpoul de pinet,Muscardin
Family Selection Gran Reserva Cabernet Sauvignon Luis Felipe Edwards 2020,https://www.wina.pl/wina-czerwone-wytrawne/2798-family-selection-gran-reserva-cabernet-sauvignon-luis-felipe-edwards.html,"69,00 zł",Chile,Central Valley,,Luis Felipe Edwards,czerwone,wytrawne,,Cabernet Sauvignon,750 ml,,3 dni ( dni robocze ),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feudi di San Gregorio Falanghina del Sannio DOC 2020,https://www.wina.pl/wina-biale-wytrawne/2304-feudi-di-san-gregorio-falanghina-del-sannio-doc.html,"89,00 zł",Włochy,Kampania,Falangina del Sannio DOC,Feudi di San Gregorio,białe,wytrawne,,Falangina,750 ml,,3 dni ( dni robocze ),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feudi di San Gregorio Greco di Tufo DOCG 2017,https://www.wina.pl/wina-biale-wytrawne/2305-feudi-di-san-gregorio-greco-di-tufo-docg.html,"95,00 zł",Włochy,Kampania,Greco di Tufo DOCG,Feudi di San Gregorio,białe,wytrawne,,Greco,750 ml,,3 dni ( dni robocze ),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
