name,link,price (PLN),country,region,appellation,vineyard,vintage,volume (liters),alcohol (%),serving temperature (C),color,kind,taste,style,medals,wegan,natural,punctation,grapes
Angol D`Amig Franco IGP Lambrusco dell'Emilia,https://www.wina.pl/naturalne/4120-angol-damig-franco-igp-lambrusco-dell-emilia.html,197.0,Włochy,Emiglia Romana,Lambrusco dell'Emilia IGP,,2021.0,0.75,11.0,8,czerwone,musujące,wytrawne,średnie,,True,True,,Lambrusco Grasparossa
Angol D`Amig Pulonia IGP Emilia,https://www.wina.pl/naturalne/4116-angol-damig-pulonia-igp-emilia.html,119.0,Włochy,Emiglia Romana,Emilia IGT,,2021.0,0.75,10.5,8,,musujące,wytrawne,średnie,,True,True,,"Pignoletto, Trebbiano Modenese"
Angol D`Amig Qui e Ora IGP Trebbiano Dell'Emilia,https://www.wina.pl/naturalne/4119-angol-damig-qui-e-ora-igp-trebbiano-dell-emilia.html,149.0,Włochy,Emiglia Romana,Emilia IGT,,2021.0,0.75,11.0,8,,musujące,wytrawne,średnie,,True,True,,"Trebbiano Modenese, Trebbiano di Spagna"
Angol D`Amig Spoma? IGP Lambrusco dell'Emilia,https://www.wina.pl/naturalne/4117-angol-damig-spoma-igp-lambrusco-dell-emilia.html,119.0,Włochy,Emiglia Romana,Emilia IGT,,2021.0,0.75,10.5,8,różowe,musujące,wytrawne,średnie,,True,True,,Lambrusco di Sorbara
Antiche Contrade Negroamaro Salento IGP,https://www.wina.pl/czerwone/3307-antiche-contrade-negroamaro-salento-igp.html,59.0,Włochy,Apulia,Salento IGT,,2020.0,0.75,13.0,15,czerwone,,wytrawne,średnie,,False,False,,Negroamaro
Antiche Contrade Primitivo di Manduria DOP,https://www.wina.pl/czerwone/3309-antiche-contrade-primitivo-di-manduria-dop.html,84.0,Włochy,Apulia,Primitivo di Manduria DOP,,2020.0,0.75,14.5,15,czerwone,,wytrawne,pełne,,False,False,,Primitivo
Antiche Contrade Primitivo Salento IGP,https://www.wina.pl/czerwone/3308-antiche-contrade-primitivo-salento-igp.html,62.0,Włochy,Apulia,Salento IGT,,2021.0,0.75,13.5,15,czerwone,,wytrawne,średnie,,False,False,,Primitivo
Aragonesas Azzulo Campo de Borja DO NV,https://www.wina.pl/wina-biale-polslodkie/3616-aragonesas-azzulo-campo-de-borja-do.html,39.0,Hiszpania,Aragonia,Campo de Borja DO,,,0.75,11.0,10-12,białe,,półsłodkie,lekkie,,False,False,,"Viura, Chardonnay"
Aragonesas Coto De Hayas Crianza Campo de Borja DO,https://www.wina.pl/wina-czerwone-wytrawne/3612-aragonesas-coto-de-hayas-crianza-campo-de-borja-do.html,47.0,Hiszpania,Aragonia,Campo de Borja DO,,2019.0,0.75,13.5,16,czerwone,,wytrawne,średnie,,False,False,,"Garnacha, Tempranillo"
Aragonesas Coto De Hayas Roble Campo de Borja DO,https://www.wina.pl/wina-czerwone-wytrawne/3613-aragonesas-coto-de-hayas-roble-campo-de-borja-do.html,43.0,Hiszpania,Aragonia,Campo de Borja DO,,2021.0,0.75,13.5,16,czerwone,,wytrawne,średnie,,False,False,,"Cabernet Sauvignon, Tempranillo"
Aragonesas Don Ramón Campo de Borja DO,https://www.wina.pl/wina-czerwone-wytrawne/3614-aragonesas-don-ramon-campo-de-borja-do.html,37.0,Hiszpania,Aragonia,Campo de Borja DO,,2020.0,0.75,13.5,16,czerwone,,wytrawne,średnie,,False,False,,"Garnacha, Tempranillo"
Aragonesas Rozzulo Campo de Borja DO NV,https://www.wina.pl/polslodkie/3615-aragonesas-rozzulo-campo-de-borja-do.html,39.0,Hiszpania,Aragonia,Campo de Borja DO,,,0.75,11.5,10-12,różowe,,półsłodkie,lekkie,,False,False,,"Garnacha, Merlot"
Araldica Moscato d'Asti,https://www.wina.pl/wina-biale-polslodkie/3049-araldica-moscato-d-asti.html,71.0,Włochy,Piemont,Moscato d Asti DOCG,Araldica,2022.0,0.75,5.0,10,,musujące,półsłodkie,lekkie,,False,False,,Muscat
Aresti Assemblage Family Collection,https://www.wina.pl/wina-czerwone-wytrawne/3052-aresti-assemblage-family-collection.html,175.0,Chile,Curico Valley,,Aresti Chile Wines Limitada,2015.0,,14.0,16-18,czerwone,,wytrawne,,,False,False,,"Shiraz / Syrah, Petit Verdot, Cabernet Sauvignon"
Aresti Cabernet Sauvignon Estate Selection,https://www.wina.pl/wina-czerwone-wytrawne/3017-aresti-cabernet-sauvignon-estate-selection.html,39.0,Chile,Curico Valley,,Aresti Chile Wines Limitada,2020.0,0.75,12.5,,czerwone,,wytrawne,średnie,,False,False,,Cabernet Sauvignon
Aresti Cabernet Sauvignon Reserva,https://www.wina.pl/wina-czerwone-wytrawne/3020-aresti-cabernet-sauvignon-reserva.html,57.0,Chile,Colchagua Valley,,Aresti Chile Wines Limitada,2018.0,0.75,13.0,,czerwone,,wytrawne,średnie,,False,False,,Cabernet Sauvignon
Aresti Carmenere Estate Selection,https://www.wina.pl/wina-czerwone-wytrawne/3016-aresti-carmenere-estate-selection.html,39.0,Chile,Curico Valley,,Aresti Chile Wines Limitada,2021.0,0.75,12.5,,czerwone,,wytrawne,średnie,,False,False,,Carmenere
Aresti Carmenere Reserva,https://www.wina.pl/wina-czerwone-wytrawne/3019-aresti-carmenere-reserva.html,57.0,Chile,Rapel Valley,,Aresti Chile Wines Limitada,2020.0,0.75,13.0,,czerwone,,wytrawne,średnie,,False,False,,Carmenere
Aresti Chardonnay Estate Selection,https://www.wina.pl/wina-biale-wytrawne/3003-aresti-chardonnay-estate-selection.html,39.0,Chile,Curico Valley,,Aresti Chile Wines Limitada,2022.0,0.75,12.5,,białe,,wytrawne,średnie,,False,False,,Chardonnay
Aresti Chardonnay Reserva,https://www.wina.pl/wina-biale-wytrawne/3018-aresti-chardonnay-reserva-.html,57.0,Chile,Casablanca Valley,,Aresti Chile Wines Limitada,2021.0,0.75,13.0,,białe,,wytrawne,średnie,,False,False,,Chardonnay
Aresti Gewurztraminer Estate Selection,https://www.wina.pl/biale/3011-aresti-gewurztraminer-estate-selection.html,39.0,Chile,Curico Valley,,Aresti Chile Wines Limitada,2022.0,0.75,12.5,,białe,,wytrawne,średnie,,False,False,,Gewürztraminer
Aresti Merlot Estate Selection,https://www.wina.pl/wina-czerwone-wytrawne/3012-aresti-merlot-estate-selection.html,39.0,Chile,Curico Valley,,Aresti Chile Wines Limitada,2021.0,0.75,12.5,,czerwone,,wytrawne,średnie,,False,False,,Merlot
Aresti Sauvignon Blanc Estate Selection,https://www.wina.pl/wina-biale-wytrawne/3002-aresti-sauvignon-blanc-estate-selection.html,39.0,Chile,Curico Valley,,Aresti Chile Wines Limitada,2022.0,0.75,12.5,,białe,,wytrawne,średnie,,False,False,,Sauvignon Blanc
Aresti Trisquel Assemblage Gran Reserva,https://www.wina.pl/wina-czerwone-wytrawne/3051-aresti-trisquel-assemblage-gran-reserva.html,84.0,Chile,Colchagua Valley,,Aresti Chile Wines Limitada,2019.0,,13.5,16-18,czerwone,,wytrawne,pełne,,False,False,,"Shiraz / Syrah, Petit Verdot, Cabernet Sauvignon"
Aresti Trisquel Gewurztraminer Gran Reserva,https://www.wina.pl/biale/3044-aresti-trisquel-gewurztraminer-gran-reserva.html,84.0,Chile,Curico Valley,,Aresti Chile Wines Limitada,2021.0,0.75,12.5,,białe,,wytrawne,średnie,,False,False,,Gewürztraminer
Aresti Trisquel Sauvignon Blanc Gran Reserva,https://www.wina.pl/wina-biale-wytrawne/3043-aresti-trisquel-sauvignon-blanc-gran-reserva.html,84.0,Chile,Leyda Valley,,Aresti Chile Wines Limitada,2021.0,0.75,13.0,,białe,,wytrawne,średnie,,False,False,,Sauvignon Blanc
Aresti Trisquel Syrah Gran Reserva,https://www.wina.pl/wina-czerwone-wytrawne/3047-aresti-trisquel-syrah-gran-reserva.html,84.0,Chile,Maipo Valley,,Aresti Chile Wines Limitada,2020.0,0.75,14.5,,czerwone,,wytrawne,średnie,,False,False,,Syrah
Argiolas Cardanera Carignano del Sulcis DOC,https://www.wina.pl/wina-czerwone-wytrawne/2000-argiolas-cardanera-carignano-del-sulcis-doc.html,99.0,Włochy,Sardynia,,Argiolas,2021.0,0.75,,,czerwone,,wytrawne,,,False,False,,Carignan
Argiolas Costamolino Vermentino di Sardegna DOC,https://www.wina.pl/wina-biale-wytrawne/2612-argiolas-costamolino-vermentino-di-sardegna-doc.html,98.0,Włochy,Sardynia,Vermentino di Gallura DOCG,Argiolas,2020.0,0.75,,11,białe,,wytrawne,,,False,False,,Vermentino
Argiolas Costera Cannonau di Sardegna DOC,https://www.wina.pl/wina-czerwone-wytrawne/2613-argiolas-costera-cannonau-di-sardegna-doc.html,106.0,Włochy,Sardynia,Cannonau di Sardegna DOC,Argiolas,2020.0,0.75,,,czerwone,,wytrawne,,,False,False,90.0,"Carignano/Carignan, Cannonau"
Argiolas Iselis Bianco Nasco di Cagliari DOC,https://www.wina.pl/wina-biale-wytrawne/2004-argiolas-iselis-bianco-nasco-di-cagliari-doc.html,125.0,Włochy,,,Argiolas,2019.0,,,,białe,,wytrawne,,IWC Silver,False,False,,Nasco
Argiolas Iselis Rosso Monica di Cagliari Superiore DOC,https://www.wina.pl/wina-czerwone-wytrawne/2005-argiolas-iselis-rosso-monica-di-cagliari-superiore-doc.html,137.0,Włochy,Sardynia,Monica di Cagliari,Argiolas,2018.0,,,,czerwone,,wytrawne,,IWC Silver,False,False,,"Carignano, Bovale Sardo"
Argiolas Meri Vermentino di Sardegna DOC,https://www.wina.pl/wina-biale-wytrawne/2006-argiolas-meri-vermentino-di-sardegna-doc.html,104.0,Włochy,,,Argiolas,2022.0,,,,białe,,wytrawne,,,False,False,,Vermentino
Argiolas Senes Cannonau di Sardegna DOC Riserva,https://www.wina.pl/wina-czerwone-wytrawne/2008-argiolas-senes-cannonau-di-sardegna-doc-riserva.html,169.0,Włochy,Sardynia,Cannonau di Sardegna DOC,Argiolas,2019.0,,,,czerwone,,wytrawne,pełne,,False,False,,Cannonau
Argiolas S`Elegas Nuragus di Cagliari DOC,https://www.wina.pl/wina-biale-wytrawne/2007-argiolas-selegas-nuragus-di-cagliari-doc.html,84.0,Włochy,,,Argiolas,2020.0,,,,białe,,wytrawne,,,False,False,90.0,Nuragus
Argiolas Turriga Isola dei Nuraghi Rosso IGT,https://www.wina.pl/wina-czerwone-wytrawne/2614-argiolas-turriga-isola-dei-nuraghi-rosso-igt.html,589.0,Włochy,Sardynia,Sardegna IGT,Argiolas,2019.0,0.75,,18,czerwone,,wytrawne,,Tre Bicchieri Gambero Rosso,False,False,,Cannonau
Armand de Brignac Brut Gold Champagne AOC NV,https://www.wina.pl/szampany/3602-armand-de-brignac-brut-gold-champagne-aoc.html,1999.0,Francja,Szampania,Champagne AOC,,,0.75,12.5,8,,szampan,wytrawne,średnie,,False,False,93.0,"Chardonnay, Pinot Noir, Pinot Meunier"
Armand de Brignac Brut Gold Champagne AOC + Gift Box NV,https://www.wina.pl/szampany/3603-armand-de-brignac-brut-gold-champagne-aoc-gift-box.html,2099.0,Francja,Szampania,Champagne AOC,,,0.75,12.5,8,,szampan,wytrawne,średnie,,False,False,93.0,"Chardonnay, Pinot Noir, Pinot Meunier"
Armand de Brignac Rosé Champagne AOC NV,https://www.wina.pl/szampany/3604-armand-de-brignac-rose-champagne-aoc.html,2999.0,Francja,Szampania,Champagne AOC,,,0.75,12.5,8,różowe,szampan,wytrawne,średnie,,False,False,93.0,"Chardonnay, Pinot Noir, Pinot Meunier"
Arnaud de Villeneuve N°153 Blanc Côtes du Roussillon AOP,https://www.wina.pl/wina-biale-wytrawne/3647-arnaud-de-villeneuve-n153-blanc-cotes-du-roussillon-aop.html,53.0,Francja,Roussillon,Cotes du Roussillon AOC,,2019.0,0.75,13.0,10-12,białe,,wytrawne,średnie,,False,False,,"Grenache Blanc, Vermentino, Macabeo"
Arnaud de Villeneuve N°153 Rouge Côtes du Roussillon AOP,https://www.wina.pl/wina-czerwone-wytrawne/3648-arnaud-de-villeneuve-n153-rouge-cotes-du-roussillon-aop.html,53.0,Francja,Roussillon,Cotes du Roussillon AOC,,2019.0,0.75,13.0,16-18,czerwone,,wytrawne,średnie,,False,False,,"Grenache, Mourvedre / Monastrell, Syrah"
Arnaud de Villeneuve Chardonnay Classic Côtes Catalanes,https://www.wina.pl/wina-biale-wytrawne/3641-arnaud-de-villeneuve-chardonnay-classic-cotes-catalanes.html,48.0,Francja,Roussillon,Vin de Pays des Cotes Catalanes,,2022.0,0.75,12.5,10-12,białe,,wytrawne,średnie,,False,False,,Chardonnay
Arnaud de Villeneuve Rivesaltes Ambré 10 ans Tradition Vin Doux Naturel AOP,https://www.wina.pl/slodkie/3646-arnaud-de-villeneuve-rivesaltes-ambre-10-ans-tradition-vin-doux-naturel-aop.html,99.0,Francja,Roussillon,Vin Doux Naturel AOP,,,0.75,15.5,10-12,białe,,słodkie,pełne,,False,False,,"Macabeo, Grenache Blanc, Grenache Gris"
Arnaud de Villeneuve Rivesaltes Ambré 5 ans Tradition Vin Doux Naturel AOP,https://www.wina.pl/slodkie/3645-arnaud-de-villeneuve-rivesaltes-ambre-5-ans-tradition-vin-doux-naturel-aop.html,79.0,Francja,Roussillon,Vin Doux Naturel AOP,,,0.75,16.0,10-12,białe,,słodkie,pełne,,False,False,,"Macabeo, Grenache Blanc, Grenache Gris"
Arnaud de Villeneuve to bi or not to bi Macabeu-Grenache Côtes Catalanes,https://www.wina.pl/wina-biale-wytrawne/3643-arnaud-de-villeneuve-to-bi-or-not-to-bi-macabeu-grenache-cotes-catalanes.html,41.0,Francja,Roussillon,Vin de Pays des Cotes Catalanes,,2022.0,0.75,13.0,10-12,białe,,wytrawne,średnie,,False,False,,"Macabeo, Grenache Blanc"
Arnaud de Villeneuve to bi or not to bi Merlot-Grenache Côtes Catalanes,https://www.wina.pl/wina-czerwone-wytrawne/3955-arnaud-de-villeneuve-to-bi-or-not-to-bi-merlot-grenache-cotes-catalanes-.html,41.0,Francja,Roussillon,Vin de Pays des Cotes Catalanes,,2021.0,0.75,13.0,16,czerwone,,wytrawne,średnie,,False,False,,"Grenache, Merlot"
Arnaud de Villeneuve Vin Doux Naturel Muscat De Rivesaltes,https://www.wina.pl/slodkie/3644-arnaud-de-villeneuve-vin-doux-naturel-muscat-de-rivesaltes.html,86.0,Francja,Roussillon,Muscat de Rivesaltes AOC,,2021.0,0.75,15.5,10-12,białe,,słodkie,pełne,,False,False,,Muscat
Arnaud de Villeneuve Viognier Classic Côtes Catalanes,https://www.wina.pl/wina-biale-wytrawne/3642-arnaud-de-villeneuve-viognier-classic-cotes-catalanes.html,48.0,Francja,Roussillon,Vin de Pays des Cotes Catalanes,,2021.0,0.75,12.5,10-12,białe,,wytrawne,średnie,,False,False,,Viognier
Arrogant Frog Croak Rotie Shiraz Pays d'Oc IGP,https://www.wina.pl/wina-czerwone-wytrawne/3962--arrogant-frog-croak-rotie-shiraz-pays-d-oc-igp.html,57.0,Francja,Langwedocja (Languedoc),Pays d’Oc IGP,,2020.0,0.75,13.0,15,czerwone,,wytrawne,pełne,,False,False,,Syrah
Arrogant Frog Croak Rotie Syrah-Viogner Pays d’Oc IGP,https://www.wina.pl/wina-czerwone-wytrawne/3700-arrogant-frog-croak-rotie-syrah-viogner-pays-doc-igp.html,58.0,Francja,Langwedocja (Languedoc),Pays d’Oc IGP,,2021.0,0.75,13.0,15,czerwone,,wytrawne,pełne,,False,False,,"Mourvedre / Monastrell, Cabernet Franc, Syrah, Cabernet Sauvignon, Merlot, Grenache"
Arrogant Frog GSM Reserve Languedoc AOP,https://www.wina.pl/wina-czerwone-wytrawne/3702-arrogant-frog-gsm-reserve-languedoc-aop.html,69.0,Francja,Langwedocja (Languedoc),Languedoc  AOP,,2021.0,0.75,14.0,16-18,czerwone,,wytrawne,pełne,,False,False,,"Grenache, Mourvedre / Monastrell, Syrah"
Arrogant Frog Tutti Frutti Blanc Pays d’Oc IGP,https://www.wina.pl/wina-biale-wytrawne/3698-arrogant-frog-tutti-frutti-blanc-pays-doc-igp.html,45.0,Francja,Langwedocja (Languedoc),Pays d’Oc IGP,,2022.0,0.75,13.0,10-12,białe,,wytrawne,średnie,,False,False,,"Colombard, Sauvignon Blanc, Grenache Blanc, Muscat, Ugni Blanc, Viognier, Vermentino, Chardonnay"
Arrogant Frog Tutti Frutti Rouge Pays d’Oc IGP,https://www.wina.pl/wina-czerwone-wytrawne/3699-arrogant-frog-tutti-frutti-rouge-pays-doc-igp.html,45.0,Francja,Langwedocja (Languedoc),Pays d’Oc IGP,,2020.0,0.75,13.0,15,czerwone,,wytrawne,średnie,,False,False,,"Mourvedre / Monastrell, Cabernet Franc, Syrah, Cabernet Sauvignon, Merlot, Grenache"
Arrogant Frog Wild Lily Pad Chardonnay Organic Pays d’Oc IGP,https://www.wina.pl/organiczne/3697-arrogant-frog-wild-lily-pad-chardonnay-organic-pays-doc-igp.html,63.0,Francja,Langwedocja (Languedoc),Pays d’Oc IGP,,2021.0,0.75,13.0,10-12,białe,,wytrawne,średnie,,False,True,,Chardonnay
Artuke Tinto Rioja DOC,https://www.wina.pl/organiczne/3981-artuke-tinto-rioja-doc.html,59.0,Hiszpania,Rioja,Rioja DOC,,2022.0,0.75,13.5,15,czerwone,,wytrawne,średnie,,True,True,,"Viura, Tempranillo"
Arzuaga Crianza Ribera Del Duero DO,https://www.wina.pl/wina-czerwone-wytrawne/2624-arzuaga-crianza-ribera-del-duero-do.html,199.0,Hiszpania,,,Bodegas Arzuaga Navarro,2018.0,0.75,,,czerwone,,wytrawne,,,False,False,,"Tempranillo, Merlot, Cabernet Sauvignon"
Arzuaga Gran Reserva Ribera Del Duero DO,https://www.wina.pl/wina-czerwone-wytrawne/2018-arzuaga-gran-reserva-ribera-del-duero-do.html,609.0,Hiszpania,,,Bodegas Arzuaga Navarro,2015.0,,,,czerwone,,wytrawne,pełne,,False,False,,"Tinto Fino 95%, Merlot&Cabernet Sauvignon 5%"
Arzuaga Navarro La Planta Ribera Del Duero DO,https://www.wina.pl/wina-czerwone-wytrawne/2622-arzuaga-navarro-la-planta-ribera-del-duero-do.html,85.0,Hiszpania,Ribera del Duero,Ribera del Duero DO,Bodegas Arzuaga Navarro,2020.0,0.75,14.0,,czerwone,,wytrawne,,,False,False,90.0,Tempranillo
Arzuaga Navarro Pago Florentino Vino de Pago DO,https://www.wina.pl/wina-czerwone-wytrawne/2022-arzuaga-navarro-pago-florentino-vino-de-pago-do.html,119.0,Hiszpania,,,Bodegas Arzuaga Navarro,2019.0,,14.0,16-18,czerwone,,wytrawne,,,False,False,,Tempranillo
Arzuaga Reserva Ribera Del Duero DO,https://www.wina.pl/na-wesele/2652-arzuaga-reserva-ribera-del-duero-do.html,267.0,Hiszpania,Ribera del Duero,Ribera del Duero DO,Bodegas Arzuaga Navarro,2019.0,0.75,,,czerwone,,wytrawne,pełne,Decanter Gold,False,False,93.0,"Cabernet Sauvignon, Tempranillo, Merlot"
Aspros Lagos Vidiano Crete PGI,https://www.wina.pl/wina-biale-wytrawne/2813-aspros-lagos-vidiano-crete-pgi.html,171.0,Grecja,Kreta,Crete PGI,Douloufakis,2020.0,0.75,14.1,10,białe,,wytrawne,pełne,Decanter Silver,False,False,,Vidiano
Baigorri Blanco Fermentado en Barrica Rioja DOC,https://www.wina.pl/weganskie/3292-baigorri-blanco-fermentado-en-barrica-rioja-doc.html,132.0,Hiszpania,Rioja,Rioja DOC,,2018.0,0.75,14.0,16,białe,,wytrawne,pełne,,True,True,,"Viura, Malvasia Bianca"
Baigorri Crianza Rioja DOC,https://www.wina.pl/weganskie/3291-baigorri-crianza-rioja-doc.html,123.0,Hiszpania,Rioja,Rioja DOC,,2018.0,0.75,14.0,16,czerwone,,wytrawne,pełne,,True,True,,"Tempranillo, Garnacha"
Baigorri de Garage Rioja DOC,https://www.wina.pl/weganskie/3294-baigorri-de-garage-rioja-doc.html,322.0,Hiszpania,Rioja,Rioja DOC,,2016.0,0.75,15.0,17,czerwone,,wytrawne,pełne,,True,True,91.0,Tempranillo
Baigorri Reserva Rioja DOC,https://www.wina.pl/weganskie/3293-baigorri-reserva-rioja-doc.html,188.0,Hiszpania,Rioja,Rioja DOC,,2015.0,0.75,14.0,16,czerwone,,wytrawne,pełne,,True,True,,Tempranillo
Bailly Lapierre Réserve Brut Crémant de Bourgogne AOC,https://www.wina.pl/wina-musujace/2144-bailly-lapierre-reserve-brut-cremant-de-bourgogne-aoc.html,103.0,Francja,Burgundia,Bourgogne AOC,Caves Bailly Lapierre,,0.75,,8,,,wytrawne,,,False,False,,"Chardonnay, Pinot Noir, Gamay"
Bailly Lapierre Vive-la-Joie Brut Cremant de Bourgogne AOC,https://www.wina.pl/wina-musujace/2145-bailly-lapierre-vive-la-joie-brut-cremant-de-bourgogne-aoc.html,169.0,Francja,Burgundia,Bourgogne AOC,Caves Bailly Lapierre,2017.0,0.75,,8,,,wytrawne,średnie,,False,False,,"Chardonnay, Pinot Noir"
Bailly Lapierre Vive-la-Joie Brut Rose Cremant de Bourgogne AOC,https://www.wina.pl/wina-musujace/3087-bailly-lapierre-vive-la-joie-brut-rose-cremant-de-bourgogne-aoc.html,169.0,Francja,Burgundia,Bourgogne AOC,Caves Bailly Lapierre,,0.75,,8,różowe,,wytrawne,średnie,,False,False,,"Chardonnay, Pinot Noir"
Baker Station Shiraz Franschhoek,https://www.wina.pl/wina-czerwone-wytrawne/2887-baker-station-shiraz-franschhoek.html,54.0,RPA,Western Cape,,Franschhoek Cellar,2020.0,0.75,14.0,16-18,czerwone,,wytrawne,średnie,,False,False,,Shiraz
Barco del Corneta CUCÚ Cantaba La Rana DO Rueda,https://www.wina.pl/organiczne/4009-barco-del-corneta-cucu-cantaba-la-rana-do-rueda.html,77.0,Hiszpania,Kastylia (Castilla y Leon),Rueda DO,,2021.0,0.75,12.0,8,białe,,wytrawne,lekkie,,True,True,91.0,Verdejo
Barco del Corneta Verdejo DO Rueda,https://www.wina.pl/organiczne/4010-barco-del-corneta-verdejo-do-rueda.html,149.0,Hiszpania,Kastylia (Castilla y Leon),Rueda DO,,2020.0,0.75,13.5,10-12,białe,,wytrawne,średnie,,True,True,94.0,Verdejo
Barone Pizzini Animante Franciacorta DOCG,https://www.wina.pl/musujace/3918-barone-pizzini-animante-franciacorta-docg.html,219.0,Włochy,Lombardia,Franciacorta DOCG,Barone Pizzini,,0.75,12.0,8,,musujące,wytrawne,średnie,"Tre Bicchieri Gambero Rosso, Decanter Silver",False,True,90.0,"Pinot Bianco, Erbamat, Chardonnay, Pinot Nero"
Barone Pizzini Cervo Volante Montenetto di Brescia IGT,https://www.wina.pl/organiczne/3917-barone-pizzini-cervo-volante-montenetto-di-brescia-igt.html,137.0,Włochy,Lombardia,Montenetto di Brescia IGT,Barone Pizzini,,0.75,13.5,16-18,czerwone,,wytrawne,średnie,,False,True,,Merlot
Barone Pizzini Franciacorta Golf,https://www.wina.pl/musujace/2575-barone-pizzini-franciacorta-golf-1927.html,199.0,Włochy,Lombardia,Franciacorta DOCG,Barone Pizzini,,0.75,12.0,8,,musujące,wytrawne,średnie,,False,False,,Chardonnay
Barone Pizzini Franciacorta Golf -,https://www.wina.pl/musujace/2733-barone-pizzini-franciacorta-golf-1927-375-ml.html,99.0,Włochy,Lombardia,Franciacorta DOCG,Barone Pizzini,,0.375,12.0,8,,musujące,wytrawne,średnie,,False,False,,Chardonnay
Barone Pizzini Franciacorta Golf - magnum,https://www.wina.pl/musujace/3013-barone-pizzini-franciacorta-golf-1927-magnum-15-l.html,399.0,Włochy,Lombardia,Franciacorta DOCG,Barone Pizzini,,1.5,12.0,8,,musujące,wytrawne,średnie,,False,False,,Chardonnay
Barone Pizzini Naturae Franciacorta DOCG,https://www.wina.pl/musujace/3919-barone-pizzini-naturae-2018-franciacorta-docg.html,273.0,Włochy,Lombardia,Franciacorta DOCG,Barone Pizzini,2018.0,0.75,12.0,8-10,,musujące,wytrawne,średnie,Tre Bicchieri Gambero Rosso,False,True,,"Pinot Nero, Chardonnay"
Barone Pizzini Rosé Franciacorta DOCG,https://www.wina.pl/musujace/3920-barone-pizzini-rose-2018-franciacorta-docg.html,273.0,Włochy,Lombardia,Franciacorta DOCG,Barone Pizzini,2018.0,0.75,12.0,8-10,różowe,musujące,wytrawne,średnie,,False,True,,Pinot Nero
Bastianich Vespa Rosso Venezia Giulia IGT,https://www.wina.pl/wina-czerwone-wytrawne/3655-bastianich-vespa-rosso-venezia-giulia-igt.html,169.0,Włochy,Friuli,Venezia Gulia IGT,,2015.0,0.75,13.0,16-18,czerwone,,wytrawne,pełne,,False,False,,"Refosco, Merlot"
Bastianich Vigne Orsone Fruilano Friuli Colli Orientali DOC,https://www.wina.pl/wina-biale-wytrawne/3654-bastianich-vigne-orsone-fruilano-friuli-colli-orientali-doc.html,85.0,Włochy,Friuli,Colli Orientali Del Friuli DOC,,2019.0,0.75,13.0,10,białe,,wytrawne,pełne,,False,False,,Friulano
Bastianich Vigne Orsone Pinot Grigio Friuli Colli Orientali DOC,https://www.wina.pl/wina-czerwone-wytrawne/3653-bastianich-vigne-orsone-pinot-grigio-friuli-colli-orientali-doc.html,93.0,Włochy,Friuli,Colli Orientali Del Friuli DOC,,2021.0,0.75,13.0,10-12,białe,,wytrawne,średnie,,False,False,,Pinot Grigio
Bastianich Vigne Orsone Sauvignon Friuli Colli Orientali DOC,https://www.wina.pl/wina-czerwone-wytrawne/3652-bastianich-vigne-orsone-sauvignon-friuli-colli-orientali-doc.html,89.0,Włochy,Friuli,Colli Orientali Del Friuli DOC,,2020.0,0.75,13.0,10-12,białe,,wytrawne,średnie,,False,False,,Sauvignon Blanc
